telling  ;datum;naxxyyzzinventarisnummer;naxxyyzzfolioxxyyzznummer;scheepsnaam;scheepstype;plaatsxxyyzzparthesius;lokatie;aantalxxyyzzpersonen;aantalxxyyzzzeevarendenxxyyzzeuropees;aantalxxyyzzzeevarendenxxyyzzaziatisch;aantalxxyyzzsoldatenxxyyzzeuropees;aantalxxyyzzsoldatenxxyyzzaziatisch;aantalxxyyzzoverig;azxxyyzzaantalxxyyzzvoorman;azxxyyzzaantalxxyyzzvoormansmaat;azxxyyzzaantalxxyyzzkok;azxxyyzzaantalxxyyzzmatrozen;azxxyyzzaangenomenxxyyzzplaats;azxxyyzzaangenomenxxyyzzparthesius;azxxyyzzaangenomenxxyyzzjaar;azxxyyzzaangenomenxxyyzzjaarxxyyzznorm;azxxyyzzaanduidingxxyyzzmatrozen;azxxyyzzaanduidingxxyyzzvoorman;azxxyyzzloonxxyyzzvoorman;azxxyyzzloonxxyyzzvoormansmaat;azxxyyzzloonxxyyzzkok;azxxyyzzloonxxyyzzmatrozen;azxxyyzzregistratiexxyyzzwijze;azxxyyzzregistratiexxyyzzkop;azxxyyzzregistratiexxyyzzopmerking;asxxyyzzaangenomenxxyyzzplaats;asxxyyzzaangenomenxxyyzzjaar;asxxyyzzaanduidingxxyyzzsoldaten;asxxyyzzaanduidingxxyyzzvoorman;asxxyyzzloonxxyyzzhoofd;asxxyyzzloonxxyyzzcorporaal;asxxyyzzloonxxyyzzsoldaat;asxxyyzzregistratiexxyyzzwijze;asxxyyzzregistratiexxyyzzkop;asxxyyzzregistratiexxyyzzopmerking;opmerkingen;voornaam;tussenvoegsel;achternaam;geboorteplaats;aankomstxxyyzzazie;notitie;dasxxyyzzlinkxxyyzzheen;dasxxyyzzlinkxxyyzzterug
2697;1724;11745;119;Agatha;Schip;79;Batavia, ter rede;72;54;18;;;;1;1;;16;Niet;;Niet;Niet;16 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Wouter;;Brand;Amsterdam;Agata 1723;NB: Ervaren onderstuurman Pieter Mortelingh / Marteling? (Middelburg, 26 g, Amsterdam 1718), derde meester Frans van Beauwoud (Delft, 14 g, Amsterdam 1721), schieman Jan Leendertsz Pluvier (Hoorn, 20 g, De Wendela 1721);2508.1;6644.1
2698;1724;11745;123;Hogermeer;Schip;79;Batavia, ter rede;105;69;36;;;;1;1;;34;Niet;;Niet;Niet;34 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;NB:  Bovenaan E jongens staat jongen Claas Feehe? Van Batavia (6 g, in dienst 1723) andere jongens 5 g;;;;;;;;;;;;Cornelis;;Blink? / Blik;Amsterdam;De Amazone 1715;NB: ervaren onderstuurman Christiaan Barentsz (Holsteijn, 32 g, Het Huijs ter Leere? 1711);2366.2;
2699;1724;11745;127;Westerbeek;Schip;79;Batavia, ter rede;92;72;20;;;;1;1;;18;Niet;;Niet;Niet;18 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Cornelis;;Haringcarspel;Amsterdam;De Vis 1722;NB: Ervaren opperstuurman Gerrit Pekstok (Adam, 48 g, Spiering 1719), plaatsvervangende onderstuurman Christiaan Jansz (Adam, 20 g, Dondervliet 1711, matroos), oppermeester Jan van de Velde (Delft, 36 gulden, Den Dam 1718);2525.1;6681.1
2700;1724;11745;131;Ouwerkerk;Schip;79;Batavia, ter rede;101;81;20;;;;1;1;;18;Niet;;Niet;Niet;18 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Jan;de;Vos;Delfshaven;Ouwenkerk 1723;NB: Ervaren opperstuurman Jan de Vries (Leeuwarden, 48 g, Abbekerk 1710);2521.6;
2701;1724;11745;135;Opperdoes;Schip;79;Batavia, ter rede;102;68;34;;;;1;1;;32;Niet;;Niet;Niet;32 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;NB: Bovenaan E jongens staat jongen Andries Olijslager van Batavia (6 g, in dienst 1723) andere jongen 5 g;;;;;;;;;;;;Matthijs;;Swaan;Amsterdam;Opperdoes 1724;NB: Ervaren opperstuurman Jacob Rijke (Hoorn, 48 g, Amstelveen 1721), derde meester Pieter Terlou (Delft, 14 g, Coning Carel 1713);2539.3;6606.3
2702;1724;11745;139;De Herstelling;Schip;79;Batavia, ter rede;94;73;21;;;;1;1;;19;Niet;;Niet;Niet;19 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Inlandse zeevarende;NB: Tussen E bemanning staan jongmatroos Cornelis Eversz Romijn van Nagepatanam (8 g, in dienst 1722), jongmatroos Pieter Boud van Jaffanapatnam (8 g, in dienst 1719);;;;;;;;;;;;Pieter;van;Dalen;Delft;De Herstelling 1722;NB: Ervaren onderstuurman Cornelis Bliek (Amsterdam, 20 g, Voorburg 1715);2496.1;6631.1
2703;1724;11745;143;Susanna;Schip;79;Batavia, ter rede;87;67;20;;;;1;1;;18;Niet;;Niet;Niet;18 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;NB: Onderaan E bemanning staat jongen Hendrik Verhuijs? Terhuijs? Van Batavia (5 g, in dienst 1719);;;;;;;;;;;;Jacob;;Muller;Cabo de Goede Hoop;In dienst 1703;NB: Ervaren onderstuurman Jan Elewouts (Vlissingen, 32 g, Zuiderbeek 1718);2483.1;6607.1
2704;1724;11745;147; 's Graveland;Schip;79;Batavia, ter rede;94;71;23;;;;1;1;;21;Niet;;Niet;Niet;21 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Jan;;Diephout;Amsterdam;sGraveland 1723;NB: ervaren onderstuurman Jan Smit (Adam, 32 g, De Sanna 1722), oppermeester Isaac Roeloffsz (Adam, 32 g, Ouwerkerk 1721);2556.1;6636.1
2705;1724;11745;151;Purmerlust;Schip;79;Batavia, ter rede;92;72;20;;;;1;1;;18;Niet;;Niet;Niet;18 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;NB: Tussen E jongens staat jongen Pieter Barrij uit Cochin (5 g, in dienst 1720);;;;;;;;;;;;Jacob;;Coijmans;Amsterdam;Purmerlust 1723;NB: Ervaren plaatsvervangende derde stuurman Cornelis Lagonele? (Middelburg, 14 g, Valkenisse 1722), schieman Laurens Jacobsz de Bruijn (Christiania, 20 g, Coning Carel 1721);2512.2;6657.2
2706;1724;11745;155;De Amazone;Schip;79;Batavia, ter rede;83;63;20;;;;1;1;;18;Niet;;Niet;Niet;18 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Albert;van;Petten;Rotterdam;De Amazone 1720;NB: Ervaren opperstuurman Gerrit Osmaet? (Rdam, Vijsselmonde 1705), onderstuurman Jan Jansz Smit (Adam, 32 gulden, in dienst 1715);2391.4;
2707;1724;11745;159;Velserhooft;Schip;79;Batavia, ter rede;118;68;25;25;;;1;1;;23;Niet;;Niet;Niet;23 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;Telfout in totaalgage van 23 matrozen: 170.10 gulden (individueel staat 7.10 gulden vermeld) ;;;;;;;;;;;;Cornelis;;Cats;Amsterdam;Middelwout 1720;NB: Ervaren onderstuurman Matthijs de Zitter (Rotterdam, 20 g, Dekeshoven? 1720);2289.1;
2708;1724;11745;164;De Windhond;Schip;79;Batavia, ter rede;94;77;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2548.1;6630.1
2709;1724;11745;169;Vrieswijk;Schip;79;Onrust, leggende aan het eiland;133;133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2448.2;6634.2
2710;1724;11745;176;De Hopvogel;Schip;79;Onrust, leggende aan het eiland;79;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2433.2;6619.2
2711;1724;11745;180;Zuijderbeek;Schip;79;Onrust, leggende aan het eiland;62;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2340.3;
2712;1724;11745;183;De Hoop;Brigantijn;79;Onrust, leggende aan het eiland;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2713;1724;11745;184;Crooswijk;Schip;72;Bantam, ter rede;96;80;16;;;;1;;;15;Niet;;Niet;Niet;15 gemeenen;Zarang;12;;;7.5;Per groep;Moorse zeevarenden;;;;;;;;;;;;;Adriaan;van;Dorp;Rotterdam;Crooswijk 1722;NB: Ervaren onderstuurman Jan van den Borge (Trigo(e)s, 20 g Nieuwvliet 1721) ondermeester Jan van Outhuijsen (Adam, 24 g, Purmerlust 1720), quartiermeester Pieter Vlieger (Middelburg, 14 g, Cats 1719);2454.1;6623.1
2714;1724;11745;189;Ter Horst;Schip;53;Palembang, ter rede;87;87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2504.4;6620.4
2715;1724;11745;193;Goudriaan;Schip;53;Palembang, ter rede;93;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2544.2;6604.2
2716;1724;11745;198;Cornelia;Schip;73;Samarang, ter rede;118;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2500.1;6614.1
2717;1724;11745;204;Gansenhoef;Schip;61;Malacca, ter rede;71;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2460.7;
2718;1724;11745;208;Hoedekenskerk;Schip;86;Banda, ter rede;91;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2533.7;
2719;1724;11745;213;Kiefhoek;Schip;88;Ternaten, ter rede;91;91;;;;;;;;;;;;;;;;;;;;;NB: Temidden van E bemanning staat ondermeester Arij Adriaansz van Ternaten (16 g, in dienst 1715), quartiermeester Jan van Baden (Cabo de Goede Hoop, 14 g, in dienst 1711);;;;;;;;;;;;;;;;;;2400.6;
2720;1724;11745;217;Tienhoven;Schip;15;Zee;52;48;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2721;1724;11745;219;Berbices;Schip;15;Zee;137;106;;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2552.6;6613.6
2722;1724;11745;228;Hogenes;Schip;15;Zee;124;93;;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2557.3;6618.3
2723;1724;11745;234;Het Huijs ter Boede;Schip;15;Zee;99;74;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2423.4;
2724;1724;11745;239;Het Raadhuis van Vlissingen;Schip;15;Zee;129;78;26;25;;;1;1;;24;Niet;;Niet;Niet;24 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Gerrit;;Fiers;Middelburg;;;2540.4;6758.4
2725;1724;11745;245;Wolphaersdijck;Schip;15;Zee;128;77;26;25;;;1;1;;24;Niet;;Niet;Niet;24 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Mattheus;;Burger;Middelburg;;;2541.1;6683.1
2726;1724;11745;251;Petronella Alida;Schip;15;Zee;125;73;27;25;;;1;1;;25;Niet;;Niet;Niet;25 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Jan;;L/Husseplucker;Enkhuijsen;;;2545.1;6643.1
2727;1724;11745;256;Anna Maria;Schip;15;Zee;116;71;20;25;;;1;1;;18;Niet;;Niet;Niet;18 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Leonardus;de;Rijke;Nieuwkerk?;;;2553.2;6654.2
2728;1724;11746;1;De Elisabeth;Chialoup;42;Ceijlon;20;20;;;;;;;;;;;;;;;;;;;;;NB: Temidden van E bemanning staat matroos Jacobs Daniels van Colombo (12 gulden, in dienst 1706), matroos Andries Mulder van Gale (11 gulden, in dienst 1712);;;;;;;;;;;;;;;;;;;
2729;1724;11746;2;Edam;Chialoup;42;Ceijlon;21;21;;;;;;;;;;;;;;;;;;;;;NB: Onderaan E hooplopers staat hooploper Johannes Wiers van Colombo (7 gulden, in dienst 1724);;;;;;;;;;;;;;;;;;;
2730;1724;11746;3;Africa;Chialoup;42;Ceijlon;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2731;1724;11746;4;Houtbos;Chialoup;42;Ceijlon;19;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2732;1724;11746;5;Den Arend;Schip;32;Gamron, ter rede;95;67;;26;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2733;1724;11746;11;Sleewijk;Schip;32;Gamron, ter rede;95;73;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2505.3;6727.3
2734;1724;11746;16;Huijs te Assenburg;Schip;31;Mocha, ter rede;112;90;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2517.2;6601.2
2735;1724;11746;21;Den Dam;Schip;52;Padang, ter rede;120;70;25;25;;;1;1;;23;Niet;;Niet;Niet;23 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarenden;NB: Onderaan E bemanning staat jongen Pieter Castillien van Batavia (5 gulden, in dienst 1721);;;;;;;;;;;;Arij;;Verduijn;Delfshaven;Huijs te Assenberg 1723;NB: Ervaren bootsman Hendrik Jans Broekman (Rotterdam, 22 gulden, de Zuzanna 1722);2546.3;6639.3
2736;1724;11746;27;Arentsduijn;Schip;15;Zee;123;76;23;24;;;1;1;;21;Niet;;Niet;Niet;21 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Inlandse zeevarende;;;;;;;;;;;;;Matthijs;van;Eepen;Veere;Claarabeek 1723;NB: Ervaren opperstuurman Willem Rombouts (Amsterdam, 32 gulden, Standvastigheijt 1720);2463.5;
2737;1724;11746;32;Zeelandia;Hoeker;21;Kaap de Goede Hoop, ter rede;15;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2364.2;
2738;1724;11746;33;De Postloper;Galjoot;21;Kaap de Goede Hoop, ter rede;11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1893.1;
2739;1725;11747;1;Bonsenrood?;Schip;79;Batavia, ter rede;270;190;80;;;;3;3;;74;Niet;;Niet;Niet;74 gemeene;Zarang (3 zarangs en 3 zarangsmaats);12;10.5;;7.5;Per groep ;Inlandse zeevarende;;;;;;;;;;;;;Cornelis;van ;Eijck;Amsterdam;Boukenroode 1724;NB: Ervaren tweede schipper Cornelis de Kaa (zie eerder! Ervaren onderofficieren niet meer bij zich! Enkhuijsen, 70 g, Het Huijs te Hemert 1712);2588.4;6638.4
2740;1725;11747;11;Meijnden;Schip;79;Batavia, ter rede;174;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2595.7;6647.7
2741;1725;11747;20;Abbekerk;Schip;79;Batavia, ter rede;183;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2330.6;
2742;1725;11747;29;Wijnendaal;Schip;79;Batavia, ter rede;118;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2424.4;
2743;1725;11747;35;Karsenhof;Schip;79;Batavia, ter rede;99;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2590.1;6659.1
2744;1725;11747;40;Blijdorp;Schip;79;Batavia, ter rede;184;184;;;;;;;;;;;;;;;;;;;;;NB: matroos Johannes Bockelenbergh (De Caab, 9 g, in dienst 1723);;;;;;;;;;;;;;;;;;2563.1;6646.1
2745;1725;11747;50;Mijenberg;Schip;79;Batavia, ter rede;112;112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2746;1725;11747;55;Lugtenburg;Schip;79;Batavia, ter rede;128;128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2582.4;6641.4
2747;1725;11747;62;Het Raadhuis van Vlissingen;Schip;79;Batavia, ter rede;62;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2540.4;6758.4
2748;1725;11747;65;Castricum;Schip;79;Batavia, ter rede;139;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2592.2;6658.2
2749;1725;11747;72;Oostrust;Schip;79;Batavia, ter rede;149;149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2596.2;6648.2
2750;1725;11747;80;De Geertruijd;Schip;79;Batavia, ter rede;85;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2593.3;6665.3
2751;1725;11747;84;De Samaritaan;Schip;79;Batavia, ter rede;80;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2574.3;6661.3
2752;1725;11747;89;Het Huijs te Boede?;Schip;79;Batavia, ter rede;81;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2423.4;
2753;1725;11747;93;De Unie;Schip;79;Batavia, ter rede;84;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2754;1725;11747;97;Den Arend;Schip;79;Batavia, ter rede;68;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2755;1725;11747;101;Noordbeek;Schip;79;Batavia, ter rede;90;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2577.6;6642.6
2756;1725;11747;105;Bentveld;Schip;79;Batavia, ter rede;130;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2559.6;
2757;1725;11747;112;Petronella Alida;Schip;79;Batavia, ter rede;99;64;35;;;;1;;;34;Niet;;Niet;Niet;34 gemeene;Zarang;12;;;7.5;Per groep;Moorse zeevarende;NB: jongmatroos Jan Ollofsz (Cabo de Goede Hoop, 8 g, in dienst 1721);;;;;;;;;;;;Jan;;Russeplucker;Enkhuijsen;Petronella Alida 1724;Zie voorgaand jaar onder Husseplucker! NB: Ervaren bootsmanmaat Bart Maes (Adam, 14 g, Schonenberg 1722), quartiermeester Pieter Pek (Venhuijsen, 14 g, Lakmarq 1722);2545.1;6643.1
2758;1725;11747;116;Hogermeer;Schip;79;Batavia, ter rede;147;95;52;;;;1;2;;49;Niet;;Niet;Niet;49 gemeene;Zarang (1 zarang en 2 zarangsmaats);12;10.5;;7.5;Per groep;Moorse koppen;NB: Tussen E jongen staat jongen Pieter van Ves van Batavia (5 gulden, in dienst 1722);;;;;;;;;;;;Cornelis;;Bliek;Amsterdam;Amasoone 1715;NB: Ervaren opperstuurman Hendrik Jurriaansz van Beek (Amsterdam, 48 g, Goudriaan 1720);2366.2;
2759;1725;11747;121;Ouwerkerk;Schip;79;Batavia, ter rede;96;79;17;;;;;1;;16;Niet;;Niet;Niet;16 gemeene zeevarende;Zarangsmaat;;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Jan;de;Vos;Delfshaven;Ouwerkerk 1723;NB: Ervaren onderstuurman Hendrik van Soest (Adam, 32 g, Hillegonda 1722), derde meester Graus Robbert Tonus? / Toms? (Groningen, 26 g, Sleewijk 1722);2521.6;
2760;1725;11747;125;Velserhooft;Schip;79;Batavia, ter rede;118;76;17;25;;;1;1;;15;Niet;;Niet;Niet;15 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Cornelis;;Cats;Amsterdam;Middelwout 1720;NB: Ervaren opperstuurman Theunis Hendriksz van Straal (Jeverland? 40, Margareta 1717);2289.1;
2761;1725;11747;131;Het hoff niet altijd winter;Schip;79;Batavia, ter rede;121;71;25;25;;;1;1;;23;Niet;;Niet;Niet;23 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Abraham;van den;Busse?;Middelburg;Hoff niet altijd winter 1725;NB: Ervaren opperstuurman Cornelis Verdonk / Verdank (Eulst, 48 g, Slot Aldegond 1716);2587.1;6733.1
2762;1725;11747;136;Ravenburg;Schip;79;Batavia, ter rede;116;71;20;25;;;1;1;;18;Niet;;Niet;Niet;18 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Jan;de;Roode;Amsterdam;Ter Horst 1723;NB: Ervaren bootsman Hendrik Jansz Smit (Adam, 20 g, De Baanman? 1722);;
2763;1725;11747;142;Wolphaersdijck;Schip;79;Batavia, ter rede;116;73;18;25;;;1;1;;16;Niet;;Niet;Niet;16 gemeene ;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Mattheus;;Burger;Middelburg;Wolphaersdijk 1724;NB: Ervaren onderstuurman Anthonij van Eesbroek (Rotterdam, 26 g, Groenswaart 1722), oppermeester Stephennus van Overschuur (Rotterdam, 35 g, Groenswaart 1720);2541.1;6683.1
2764;1725;11747;147;De Amazone;Schip;79;Batavia, ter rede;101;97;;;;4;;;;;;;;;;;;;;;;;NB: Tussen E bemanning staat matroos Jan Tauke van Mauritius (10 g, in dienst 1717);;;;;;;;;;;NB: Passagiers vermeld als '4 ambagtsgesellen';;;;;;;2391.4;
2765;1725;11747;153;Hoedekenskerk;Schip;79;Onrust, leggende aan het eiland;92;72;20;;;;1;1;;18;Niet;;Niet;Niet;18 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Nicolaas;;Rabodus;Delft;Hoedekenskerk 1723;NB: Ervaren opperstuurman Jan Sandersz (Rotterdam, 48 g, Rijsel 1715, matroos);2533.7;
2766;1725;11747;157;Zuijderbeek;Schip;79;Onrust, leggende aan het eiland;109;87;22;;;;1;1;;20;Niet;;Niet;Niet;20 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Hendrik Phillips;;Leeuw? Ceeuw? Zeeuw?;Enkhuijsen;Corsloot 1714;NB: Ervaren oppermeester Pieter Gelijn (Alkmaar, 36 g, Ouwerkerk 1715);2340.3;
2767;1725;11747;161;Anna Maria;Schip;79;Onrust, leggende aan het eiland;221;153;68;;;;2;2;;64;Niet;;Niet;Niet;64 gemeene;Zarang (2 zarangs en 2 zarangsmaats);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Leonardus ;de;Ruijter;Nieuwenkerk;Anna Maria 1723;NB: Ervaren onderstuurman Jacobus Passchier? (Delft, 26 g, Astrea 1722), bootsman Pieter Pietersz Potbacker (Hoorn, 17 g, Opperdoes 1722);2553.2;6654.2
2768;1725;11747;170;Agatha;Schip;79;Onrust, leggende aan het eiland;116;80;36;;;;2;1;;33;Niet;;Niet;Niet;33 gemeene;Zarang (2 zarangs en 1 zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Wouter;;Brand;Amsterdam;Agatha 1723;NB: Ervaren oppermeester Jacob Smit (Adam, 36 g, Theodora 1722);2508.1;6644.1
2769;1725;11747;174;Den Dam;Schip;79;Onrust, leggende aan het eiland;124;89;35;;;;1;1;;33;Niet;;Niet;Niet;33 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;NB: Bovenaan E jongens staat jongen Pieter Castillion van Batavia (5 g, in dienst 1721);;;;;;;;;;;;Arij Jansz;;Verduijn;Delfshaven;Den Dam 1723;NB: Ervaren opperstuurman Cornelis van der Colster (Delft, 50 g, Den Dam 1720);2546.3;6639.3
2770;1725;11747;179;Haaxburg;Schip;79;Onrust, leggende aan het eiland;116;81;35;;;;1;1;;33;Niet;;Niet;Niet;33 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Coenraad;;Mels;Amsterdam;Haaxberg 1723;NB: Ervaren opperstuurman Jan Gommentsz (Hoorn, 48 g, Opperdoes 1722), opperstuurman Cornelis Swaagh (Enkhuijsen, 48 g, Den Dam 1721), oppermeester Louis Joseph Quilijn (Camerik, 36 g, in dienst 1720);2501.2;6640.2
2771;1725;11747;184;Castor en Pollux;Schip;79;Onrust, leggende aan het eiland;69;51;18;;;;1;1;;16;Niet;;Niet;Niet;16 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Jacob;;Hoogerheld;Vlissingen;Castor en Pollux 1723;NB: Ervaren assistent Adriaan Tribbels? (De Caab, 20 g, in dienst 1718), derde meester Jan Francois Wijkman (Antwerpen, 14 g, Wassenaar 1719);2528.1;6692.1
2772;1725;11747;187;De Hoop;Brigantijn;79;Onrust, leggende aan het eiland;16;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2773;1725;11747;188;Prins Eugenius;Schip;72;Bantam, ter rede;147;112;35;;;;1;1;;33;Niet;;Niet;Niet;33 gemeene;Zarang (en zarangsmaat);12;10.5;;7.5;Per groep;Moorse zeevarende;;;;;;;;;;;;;Jan;;Heijpe;Middelburg;Limburg 1717;Zie eerder onder Leijpe/Heijpe. NB: Ervaren onderstuurman Jan van Dijk (Hoorn , 32 g, Rijxdorf 1720);2313.4;
2774;1725;11747;194;Valkenisse;Schip;15;Zee;143;112;;30;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2562.4;6651.4
2775;1725;11747;201;Het Stadhuijs van Delft;Schip;15;Zee;95;70;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2579.3;6672.3
2776;1725;11747;206;Kiefhoek;Schip;15;Zee;179;105;;45;;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;NB: Passagiers voornamelijk zeevarenden: matrozen en ambachtslieden;;;;;;;2400.6;
2777;1725;11747;216;Wassenaar;Schip;15;Zee;188;89;;31;;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;NB: Passagiers voornamelijk soldaten;;;;;;;2515.7;
2778;1725;11747;226;Hogersmilde;Schip;15;Zee;123;94;;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2589.1;6664.1
2779;1725;11747;232;Voorburg;Schip;15;Zee;106;80;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2549.6;6652.6
2780;1725;11747;238;Bellevliet;Schip;15;Zee;100;84;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;NB: Passagiers voornamelijk soldaten;;;;;;;2298.4;
2781;1725;11747;243;Steenhoven;Schip;15;Zee;85;60;;25;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6598.2;
2782;1725;11747;248;Theodora;Schip;15;Zee;78;77;;;;;;;;;;;;;;;;;;;;;NB: Tussen E bemanning staat jongmatroos Vincent Swaris van Citua (8 g, in dienst 1711, daarvoor soldaat);;;;;;;;;;;;;;;;;;2575.2;6649 A. 2
2783;1725;11747;252;Het Wapen van Hoorn;Schip;15;Zee;120;115;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2581.1;6702.1
2784;1725;11747;259;Het Kasteel van Woerden;Schip;15;Zee;118;111;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2536.1;6669.1
